gene	rTS_Plac1	e13.5_KO	e18.5_KO
ENSRNOG00000009004	1	0	1
ENSRNOG00000009465	1	0	0
ENSRNOG00000009487	1	0	0
ENSRNOG00000009491	1	0	0
ENSRNOG00000009514	1	0	1
ENSRNOG00000009523	1	0	0
ENSRNOG00000009548	1	0	0
ENSRNOG00000009610	1	0	1
ENSRNOG00000009652	1	0	0
ENSRNOG00000010105	1	0	0
ENSRNOG00000010153	1	0	0
ENSRNOG00000010161	1	0	0
ENSRNOG00000010308	1	0	0
ENSRNOG00000010517	1	0	1
ENSRNOG00000010534	1	0	0
ENSRNOG00000010680	1	0	0
ENSRNOG00000010752	1	0	0
ENSRNOG00000010799	1	0	0
ENSRNOG00000010875	1	0	0
ENSRNOG00000010888	1	0	0
ENSRNOG00000010941	1	0	0
ENSRNOG00000011070	1	0	0
ENSRNOG00000011238	1	0	0
ENSRNOG00000011367	1	0	0
ENSRNOG00000011411	1	0	0
ENSRNOG00000011588	1	0	0
ENSRNOG00000011659	1	0	1
ENSRNOG00000011800	1	0	0
ENSRNOG00000011929	1	0	0
ENSRNOG00000011951	1	0	1
ENSRNOG00000011975	1	0	0
ENSRNOG00000012110	1	0	0
ENSRNOG00000012206	1	0	0
ENSRNOG00000012442	1	0	1
ENSRNOG00000012630	1	0	1
ENSRNOG00000012655	1	0	1
ENSRNOG00000012806	1	0	0
ENSRNOG00000012847	1	0	0
ENSRNOG00000012858	1	0	0
ENSRNOG00000013055	1	0	0
ENSRNOG00000013103	1	0	1
ENSRNOG00000013123	1	1	0
ENSRNOG00000013140	1	0	0
ENSRNOG00000013176	1	0	0
ENSRNOG00000013240	1	0	1
ENSRNOG00000013294	1	0	0
ENSRNOG00000013304	1	0	1
ENSRNOG00000013387	1	0	0
ENSRNOG00000013395	1	0	0
ENSRNOG00000013519	1	0	0
ENSRNOG00000013591	1	0	0
ENSRNOG00000013737	1	0	0
ENSRNOG00000013975	1	0	0
ENSRNOG00000014002	1	0	0
ENSRNOG00000014061	1	0	0
ENSRNOG00000014183	1	0	0
ENSRNOG00000014278	1	0	0
ENSRNOG00000014373	1	0	0
ENSRNOG00000014471	1	0	0
ENSRNOG00000014479	1	0	0
ENSRNOG00000014485	1	0	0
ENSRNOG00000014590	1	1	0
ENSRNOG00000014686	1	0	0
ENSRNOG00000014816	1	0	1
ENSRNOG00000015024	1	0	1
ENSRNOG00000015036	1	0	1
ENSRNOG00000015071	1	0	0
ENSRNOG00000015137	1	0	0
ENSRNOG00000015152	1	0	0
ENSRNOG00000015220	1	0	0
ENSRNOG00000015347	1	0	0
ENSRNOG00000015413	1	0	0
ENSRNOG00000015516	1	0	0
ENSRNOG00000015573	1	0	0
ENSRNOG00000015622	1	0	1
ENSRNOG00000015670	1	0	0
ENSRNOG00000015678	1	0	0
ENSRNOG00000015717	1	0	0
ENSRNOG00000015727	1	0	0
ENSRNOG00000015807	1	0	0
ENSRNOG00000015825	1	0	0
ENSRNOG00000015830	1	0	0
ENSRNOG00000015865	1	0	0
ENSRNOG00000015932	1	0	0
ENSRNOG00000015956	1	0	0
ENSRNOG00000016038	1	0	1
ENSRNOG00000016041	1	0	0
ENSRNOG00000016044	1	0	0
ENSRNOG00000016054	1	0	0
ENSRNOG00000016112	1	0	0
ENSRNOG00000016117	1	0	0
ENSRNOG00000016219	1	0	0
ENSRNOG00000016280	1	0	1
ENSRNOG00000016362	1	0	1
ENSRNOG00000016416	1	0	0
ENSRNOG00000016541	1	0	0
ENSRNOG00000016697	1	0	0
ENSRNOG00000016748	1	0	0
ENSRNOG00000016829	1	0	0
ENSRNOG00000017021	1	0	0
ENSRNOG00000017077	1	0	0
ENSRNOG00000017164	1	0	0
ENSRNOG00000017241	1	0	0
ENSRNOG00000017330	1	1	1
ENSRNOG00000017349	1	0	0
ENSRNOG00000017420	1	0	0
ENSRNOG00000017427	1	0	1
ENSRNOG00000017469	1	0	1
ENSRNOG00000017516	1	0	0
ENSRNOG00000017519	1	1	0
ENSRNOG00000017581	1	0	0
ENSRNOG00000017645	1	0	0
ENSRNOG00000017680	1	0	0
ENSRNOG00000017762	1	0	1
ENSRNOG00000017767	1	0	0
ENSRNOG00000017810	1	0	0
ENSRNOG00000017963	1	0	0
ENSRNOG00000017977	1	0	0
ENSRNOG00000017980	1	0	0
ENSRNOG00000018018	1	0	0
ENSRNOG00000018048	1	0	0
ENSRNOG00000018106	1	0	0
ENSRNOG00000018119	1	0	0
ENSRNOG00000018163	1	0	0
ENSRNOG00000018166	1	0	0
ENSRNOG00000018454	1	0	1
ENSRNOG00000018515	1	0	0
ENSRNOG00000018518	1	0	0
ENSRNOG00000018627	1	0	0
ENSRNOG00000018690	1	1	0
ENSRNOG00000018746	1	0	0
ENSRNOG00000018916	1	0	0
ENSRNOG00000018962	1	0	0
ENSRNOG00000019005	1	0	0
ENSRNOG00000019138	1	0	0
ENSRNOG00000019170	1	0	0
ENSRNOG00000019193	1	0	0
ENSRNOG00000019221	1	0	0
ENSRNOG00000019296	1	0	1
ENSRNOG00000019441	1	0	1
ENSRNOG00000019465	1	0	0
ENSRNOG00000019674	1	0	0
ENSRNOG00000019738	1	0	0
ENSRNOG00000019745	1	0	0
ENSRNOG00000019771	1	0	0
ENSRNOG00000019838	1	0	0
ENSRNOG00000019950	1	0	0
ENSRNOG00000019982	1	0	0
ENSRNOG00000020014	1	0	0
ENSRNOG00000020076	1	0	0
ENSRNOG00000020124	1	0	0
ENSRNOG00000020150	1	0	0
ENSRNOG00000020196	1	0	1
ENSRNOG00000020251	1	0	0
ENSRNOG00000020272	1	0	0
ENSRNOG00000020279	1	0	1
ENSRNOG00000020330	1	0	0
ENSRNOG00000020420	1	0	0
ENSRNOG00000020443	1	0	0
ENSRNOG00000020444	1	0	0
ENSRNOG00000020456	1	0	1
ENSRNOG00000020470	1	0	0
ENSRNOG00000020479	1	0	0
ENSRNOG00000020485	1	0	0
ENSRNOG00000020486	1	0	0
ENSRNOG00000020598	1	0	0
ENSRNOG00000020617	1	0	0
ENSRNOG00000020620	1	0	0
ENSRNOG00000020686	1	1	0
ENSRNOG00000020702	1	0	0
ENSRNOG00000020704	1	0	0
ENSRNOG00000020713	1	0	1
ENSRNOG00000020714	1	0	0
ENSRNOG00000020719	1	0	0
ENSRNOG00000020736	1	0	0
ENSRNOG00000020777	1	0	0
ENSRNOG00000020778	1	0	0
ENSRNOG00000020797	1	0	0
ENSRNOG00000020811	1	0	1
ENSRNOG00000020883	1	0	1
ENSRNOG00000020903	1	0	0
ENSRNOG00000020918	1	0	0
ENSRNOG00000020923	1	0	0
ENSRNOG00000020935	1	0	0
ENSRNOG00000020956	1	0	0
ENSRNOG00000020985	1	0	1
ENSRNOG00000020995	1	0	0
ENSRNOG00000021009	1	0	1
ENSRNOG00000021011	1	0	0
ENSRNOG00000021014	1	0	0
ENSRNOG00000021015	1	0	0
ENSRNOG00000021087	1	0	1
ENSRNOG00000021088	1	0	0
ENSRNOG00000021090	1	0	0
ENSRNOG00000021130	1	0	0
ENSRNOG00000021134	1	0	0
ENSRNOG00000021155	1	1	1
ENSRNOG00000021161	1	0	0
ENSRNOG00000021166	1	0	0
ENSRNOG00000021199	1	0	1
ENSRNOG00000022099	1	0	0
ENSRNOG00000022101	1	0	0
ENSRNOG00000022321	1	0	1
ENSRNOG00000022393	1	0	0
ENSRNOG00000022428	1	0	0
ENSRNOG00000022636	1	0	0
ENSRNOG00000022640	1	0	0
ENSRNOG00000022673	1	0	0
ENSRNOG00000022701	1	0	0
ENSRNOG00000022737	1	0	0
ENSRNOG00000022748	1	0	0
ENSRNOG00000022796	1	0	0
ENSRNOG00000023140	1	0	0
ENSRNOG00000023226	1	0	1
ENSRNOG00000023837	1	0	0
ENSRNOG00000024257	1	0	0
ENSRNOG00000024280	1	0	0
ENSRNOG00000024602	1	0	0
ENSRNOG00000024628	1	0	0
ENSRNOG00000024712	1	1	0
ENSRNOG00000024793	1	0	0
ENSRNOG00000025274	1	0	0
ENSRNOG00000025823	1	0	0
ENSRNOG00000025940	1	0	1
ENSRNOG00000026040	1	0	0
ENSRNOG00000026163	1	0	0
ENSRNOG00000026408	1	0	0
ENSRNOG00000026503	1	0	0
ENSRNOG00000026527	1	0	1
ENSRNOG00000026754	1	0	0
ENSRNOG00000027002	1	0	0
ENSRNOG00000027096	1	0	0
ENSRNOG00000027288	1	0	0
ENSRNOG00000027410	1	0	0
ENSRNOG00000027456	1	0	0
ENSRNOG00000027540	1	0	0
ENSRNOG00000027607	1	1	0
ENSRNOG00000027770	1	0	0
ENSRNOG00000028357	1	0	0
ENSRNOG00000028941	1	0	0
ENSRNOG00000029082	1	0	0
ENSRNOG00000029394	1	0	0
ENSRNOG00000029485	1	1	1
ENSRNOG00000030104	1	0	0
ENSRNOG00000030160	1	0	0
ENSRNOG00000030494	1	0	0
ENSRNOG00000030818	1	0	0
ENSRNOG00000030981	1	0	0
ENSRNOG00000031485	1	0	0
ENSRNOG00000031814	1	1	0
ENSRNOG00000032042	1	0	0
ENSRNOG00000032224	1	0	0
ENSRNOG00000032625	1	0	0
ENSRNOG00000032668	1	0	0
ENSRNOG00000032677	1	0	1
ENSRNOG00000032715	1	0	0
ENSRNOG00000032723	1	0	0
ENSRNOG00000033352	1	0	0
ENSRNOG00000033498	1	0	0
ENSRNOG00000033741	1	0	0
ENSRNOG00000036641	1	0	1
ENSRNOG00000036859	1	0	1
ENSRNOG00000036866	1	0	0
ENSRNOG00000037715	1	0	0
ENSRNOG00000037931	1	0	0
ENSRNOG00000038044	1	0	0
ENSRNOG00000038101	1	1	0
ENSRNOG00000039776	1	0	0
ENSRNOG00000040242	1	0	0
ENSRNOG00000042536	1	0	1
ENSRNOG00000043060	1	0	0
ENSRNOG00000043378	1	0	0
ENSRNOG00000043388	1	0	0
ENSRNOG00000045677	1	0	0
ENSRNOG00000046211	1	0	0
ENSRNOG00000046222	1	0	0
ENSRNOG00000046333	1	0	0
ENSRNOG00000046915	1	0	0
ENSRNOG00000047019	1	0	0
ENSRNOG00000047756	1	0	0
ENSRNOG00000048209	1	0	0
ENSRNOG00000048297	1	0	0
ENSRNOG00000049259	1	0	0
ENSRNOG00000049385	1	0	1
ENSRNOG00000049743	1	0	0
ENSRNOG00000049827	1	0	0
ENSRNOG00000050104	1	0	0
ENSRNOG00000050224	1	0	0
ENSRNOG00000050453	1	0	0
ENSRNOG00000050828	1	0	0
ENSRNOG00000051237	1	1	0
ENSRNOG00000051291	1	0	0
ENSRNOG00000053366	1	0	0
ENSRNOG00000053923	1	0	0
ENSRNOG00000053939	1	0	0
ENSRNOG00000054561	1	0	0
ENSRNOG00000055194	1	0	0
ENSRNOG00000055371	1	0	0
ENSRNOG00000055433	1	0	0
ENSRNOG00000055506	1	0	0
ENSRNOG00000055519	1	0	0
ENSRNOG00000055608	1	0	0
ENSRNOG00000055790	1	0	0
ENSRNOG00000055934	1	0	0
ENSRNOG00000056228	1	0	0
ENSRNOG00000056325	1	0	0
ENSRNOG00000056746	1	0	1
ENSRNOG00000056940	1	0	0
ENSRNOG00000058030	1	0	0
ENSRNOG00000058111	1	1	1
ENSRNOG00000058291	1	0	0
ENSRNOG00000058906	1	0	1
ENSRNOG00000059500	1	0	1
ENSRNOG00000059903	1	1	1
ENSRNOG00000060431	1	0	0
ENSRNOG00000060693	1	0	0
ENSRNOG00000061046	1	0	0
ENSRNOG00000061128	1	0	0
ENSRNOG00000062379	1	1	1
ENSRNOG00000062678	1	0	0
ENSRNOG00000062741	1	0	0
ENSRNOG00000062751	1	0	0
ENSRNOG00000062826	1	0	0
ENSRNOG00000062870	1	0	0
ENSRNOG00000062927	1	0	1
ENSRNOG00000063016	1	0	0
ENSRNOG00000063309	1	0	0
ENSRNOG00000063613	1	0	0
ENSRNOG00000063636	1	0	0
ENSRNOG00000063905	1	0	0
ENSRNOG00000064070	1	0	0
ENSRNOG00000064179	1	0	0
ENSRNOG00000064232	1	0	0
ENSRNOG00000064293	1	0	0
ENSRNOG00000064373	1	0	0
ENSRNOG00000064584	1	0	0
ENSRNOG00000064612	1	0	0
ENSRNOG00000064951	1	0	0
ENSRNOG00000064970	1	0	1
ENSRNOG00000065214	1	0	0
ENSRNOG00000065432	1	0	0
ENSRNOG00000065886	1	0	1
ENSRNOG00000066065	1	0	0
ENSRNOG00000066093	1	0	0
ENSRNOG00000066174	1	0	1
ENSRNOG00000066187	1	0	0
ENSRNOG00000066224	1	0	0
ENSRNOG00000066277	1	0	0
ENSRNOG00000066499	1	0	0
ENSRNOG00000067338	1	0	0
ENSRNOG00000067758	1	0	1
ENSRNOG00000067771	1	0	0
ENSRNOG00000068046	1	0	0
ENSRNOG00000069185	1	0	0
ENSRNOG00000069419	1	0	0
ENSRNOG00000069618	1	0	0
ENSRNOG00000069633	1	0	0
ENSRNOG00000069697	1	0	0
ENSRNOG00000069754	1	0	0
ENSRNOG00000069762	1	0	0
ENSRNOG00000070097	1	0	1
ENSRNOG00000070349	1	0	0
ENSRNOG00000070591	1	0	0
ENSRNOG00000070622	1	0	0
ENSRNOG00000070704	1	0	0
ENSRNOG00000070901	1	0	0
ENSRNOG00000071114	1	1	1
ENSRNOG00000000145	1	1	0
ENSRNOG00000001515	1	0	0
ENSRNOG00000001840	1	0	0
ENSRNOG00000004544	1	0	0
ENSRNOG00000004575	1	0	1
ENSRNOG00000004666	1	0	0
ENSRNOG00000004812	1	0	0
ENSRNOG00000004863	1	0	0
ENSRNOG00000005039	1	0	0
ENSRNOG00000005191	1	0	0
ENSRNOG00000005235	1	0	0
ENSRNOG00000005347	1	1	0
ENSRNOG00000005391	1	0	0
ENSRNOG00000005615	1	0	1
ENSRNOG00000005641	1	0	0
ENSRNOG00000005707	1	0	0
ENSRNOG00000005726	1	0	1
ENSRNOG00000005762	1	0	0
ENSRNOG00000005787	1	0	0
ENSRNOG00000005809	1	0	0
ENSRNOG00000005853	1	0	0
ENSRNOG00000005900	1	0	1
ENSRNOG00000005971	1	0	1
ENSRNOG00000006132	1	0	0
ENSRNOG00000006395	1	0	0
ENSRNOG00000006505	1	0	0
ENSRNOG00000006509	1	1	0
ENSRNOG00000006611	1	0	0
ENSRNOG00000006735	1	0	1
ENSRNOG00000006753	1	1	0
ENSRNOG00000006800	1	1	0
ENSRNOG00000006807	1	0	0
ENSRNOG00000006818	1	0	0
ENSRNOG00000006855	1	0	0
ENSRNOG00000006921	1	0	1
ENSRNOG00000006956	1	0	0
ENSRNOG00000007044	1	0	0
ENSRNOG00000007064	1	0	0
ENSRNOG00000007067	1	0	1
ENSRNOG00000007118	1	1	0
ENSRNOG00000007340	1	0	0
ENSRNOG00000007395	1	0	0
ENSRNOG00000007508	1	0	0
ENSRNOG00000007590	1	0	1
ENSRNOG00000007764	1	0	0
ENSRNOG00000007804	1	0	0
ENSRNOG00000007829	1	0	0
ENSRNOG00000007866	1	1	0
ENSRNOG00000007894	1	0	0
ENSRNOG00000007942	1	0	0
ENSRNOG00000008020	1	0	0
ENSRNOG00000008031	1	0	0
ENSRNOG00000008062	1	0	0
ENSRNOG00000008099	1	0	0
ENSRNOG00000008116	1	0	0
ENSRNOG00000008135	1	0	0
ENSRNOG00000008234	1	0	0
ENSRNOG00000008237	1	0	0
ENSRNOG00000008257	1	1	0
ENSRNOG00000008354	1	0	0
ENSRNOG00000008394	1	0	0
ENSRNOG00000008439	1	0	0
ENSRNOG00000008443	1	0	0
ENSRNOG00000008452	1	0	0
ENSRNOG00000008552	1	0	0
ENSRNOG00000008587	1	1	0
ENSRNOG00000008596	1	0	0
ENSRNOG00000008609	1	0	0
ENSRNOG00000008622	1	0	0
ENSRNOG00000008626	1	0	0
ENSRNOG00000008632	1	0	0
ENSRNOG00000008766	1	0	0
ENSRNOG00000008869	1	0	0
ENSRNOG00000008966	1	0	0
ENSRNOG00000009032	1	1	0
ENSRNOG00000009058	1	0	0
ENSRNOG00000009076	1	0	0
ENSRNOG00000009114	1	1	0
ENSRNOG00000009322	1	0	0
ENSRNOG00000009323	1	0	0
ENSRNOG00000009369	1	0	0
ENSRNOG00000009425	1	0	0
ENSRNOG00000009447	1	0	0
ENSRNOG00000009528	1	0	1
ENSRNOG00000009552	1	0	0
ENSRNOG00000009556	1	0	0
ENSRNOG00000009686	1	0	0
ENSRNOG00000009726	1	0	0
ENSRNOG00000009761	1	0	1
ENSRNOG00000009886	1	0	1
ENSRNOG00000009970	1	0	0
ENSRNOG00000010086	1	0	0
ENSRNOG00000010131	1	0	1
ENSRNOG00000010162	1	0	0
ENSRNOG00000010265	1	0	0
ENSRNOG00000010275	1	0	1
ENSRNOG00000010282	1	0	0
ENSRNOG00000010301	1	0	0
ENSRNOG00000010326	1	0	0
ENSRNOG00000010378	1	0	1
ENSRNOG00000010412	1	0	0
ENSRNOG00000010430	1	0	1
ENSRNOG00000010463	1	0	1
ENSRNOG00000010484	1	0	0
ENSRNOG00000010522	1	0	1
ENSRNOG00000010666	1	0	0
ENSRNOG00000010791	1	0	1
ENSRNOG00000010893	1	0	0
ENSRNOG00000010897	1	0	0
ENSRNOG00000010902	1	0	0
ENSRNOG00000010952	1	0	0
ENSRNOG00000010963	1	0	0
ENSRNOG00000011054	1	0	0
ENSRNOG00000011132	1	0	0
ENSRNOG00000011208	1	0	0
ENSRNOG00000011401	1	0	0
ENSRNOG00000011504	1	0	0
ENSRNOG00000011690	1	0	0
ENSRNOG00000011854	1	0	0
ENSRNOG00000012419	1	0	1
ENSRNOG00000012603	1	0	0
ENSRNOG00000012722	1	0	0
ENSRNOG00000012761	1	0	0
ENSRNOG00000012826	1	0	0
ENSRNOG00000012956	1	0	0
ENSRNOG00000012989	1	0	0
ENSRNOG00000013135	1	0	0
ENSRNOG00000013179	1	0	0
ENSRNOG00000013267	1	0	1
ENSRNOG00000013547	1	0	1
ENSRNOG00000013631	1	0	0
ENSRNOG00000013745	1	0	0
ENSRNOG00000013816	1	0	0
ENSRNOG00000013820	1	0	0
ENSRNOG00000014357	1	0	0
ENSRNOG00000014436	1	0	1
ENSRNOG00000014713	1	0	0
ENSRNOG00000014771	1	0	0
ENSRNOG00000014831	1	0	0
ENSRNOG00000014838	1	0	0
ENSRNOG00000014961	1	0	1
ENSRNOG00000014975	1	0	0
ENSRNOG00000015072	1	0	0
ENSRNOG00000015125	1	0	0
ENSRNOG00000015184	1	0	0
ENSRNOG00000015187	1	0	1
ENSRNOG00000015637	1	0	0
ENSRNOG00000015677	1	0	0
ENSRNOG00000015736	1	0	0
ENSRNOG00000017044	1	0	0
ENSRNOG00000017061	1	0	0
ENSRNOG00000017073	1	0	0
ENSRNOG00000017212	1	0	0
ENSRNOG00000017693	1	0	0
ENSRNOG00000017959	1	0	1
ENSRNOG00000018286	1	0	0
ENSRNOG00000018363	1	0	0
ENSRNOG00000018406	1	0	0
ENSRNOG00000018441	1	0	0
ENSRNOG00000018463	1	0	0
ENSRNOG00000018484	1	0	0
ENSRNOG00000018666	1	0	0
ENSRNOG00000019299	1	0	0
ENSRNOG00000019339	1	0	0
ENSRNOG00000019589	1	0	0
ENSRNOG00000019758	1	0	0
ENSRNOG00000019842	1	1	0
ENSRNOG00000020106	1	0	0
ENSRNOG00000020244	1	0	0
ENSRNOG00000020295	1	0	1
ENSRNOG00000021237	1	0	0
ENSRNOG00000021259	1	0	1
ENSRNOG00000021262	1	0	0
ENSRNOG00000021334	1	0	0
ENSRNOG00000021402	1	0	0
ENSRNOG00000021729	1	0	0
ENSRNOG00000021817	1	0	0
ENSRNOG00000022155	1	0	1
ENSRNOG00000022162	1	0	0
ENSRNOG00000022225	1	0	0
ENSRNOG00000022309	1	0	0
ENSRNOG00000022455	1	0	1
ENSRNOG00000022710	1	0	0
ENSRNOG00000022890	1	0	0
ENSRNOG00000022990	1	0	1
ENSRNOG00000023035	1	0	0
ENSRNOG00000023100	1	0	0
ENSRNOG00000023320	1	0	0
ENSRNOG00000023612	1	1	0
ENSRNOG00000023746	1	0	0
ENSRNOG00000023874	1	0	0
ENSRNOG00000023895	1	0	0
ENSRNOG00000024533	1	0	0
ENSRNOG00000024563	1	0	0
ENSRNOG00000024705	1	0	1
ENSRNOG00000024799	1	1	0
ENSRNOG00000025295	1	0	0
ENSRNOG00000026036	1	0	0
ENSRNOG00000026293	1	0	1
ENSRNOG00000026323	1	0	0
ENSRNOG00000027026	1	0	0
ENSRNOG00000027392	1	0	0
ENSRNOG00000027630	1	0	0
ENSRNOG00000027900	1	0	0
ENSRNOG00000027955	1	0	0
ENSRNOG00000027988	1	0	0
ENSRNOG00000028083	1	0	0
ENSRNOG00000028721	1	0	0
ENSRNOG00000028910	1	0	0
ENSRNOG00000029449	1	0	0
ENSRNOG00000030914	1	0	0
ENSRNOG00000031834	1	0	1
ENSRNOG00000032539	1	0	0
ENSRNOG00000032994	1	0	1
ENSRNOG00000033110	1	0	1
ENSRNOG00000033119	1	0	1
ENSRNOG00000033573	1	0	0
ENSRNOG00000033639	1	0	0
ENSRNOG00000033984	1	0	0
ENSRNOG00000034031	1	0	0
ENSRNOG00000036856	1	0	0
ENSRNOG00000036942	1	0	0
ENSRNOG00000037035	1	0	0
ENSRNOG00000037124	1	1	0
ENSRNOG00000037134	1	0	0
ENSRNOG00000037432	1	0	0
ENSRNOG00000037795	1	0	0
ENSRNOG00000039336	1	0	0
ENSRNOG00000042162	1	0	0
ENSRNOG00000042163	1	0	0
ENSRNOG00000042556	1	0	0
ENSRNOG00000042603	1	0	0
ENSRNOG00000043059	1	0	0
ENSRNOG00000043151	1	1	0
ENSRNOG00000043311	1	0	1
ENSRNOG00000043404	1	0	0
ENSRNOG00000045801	1	0	0
ENSRNOG00000045843	1	0	0
ENSRNOG00000045997	1	0	0
ENSRNOG00000046607	1	0	0
ENSRNOG00000046905	1	0	0
ENSRNOG00000046922	1	0	0
ENSRNOG00000046958	1	0	0
ENSRNOG00000047422	1	0	1
ENSRNOG00000047578	1	0	0
ENSRNOG00000047928	1	0	1
ENSRNOG00000048417	1	0	1
ENSRNOG00000048726	1	1	0
ENSRNOG00000048782	1	0	1
ENSRNOG00000048961	1	0	0
ENSRNOG00000049326	1	0	0
ENSRNOG00000049874	1	1	0
ENSRNOG00000050204	1	0	0
ENSRNOG00000050231	1	0	0
ENSRNOG00000050277	1	0	1
ENSRNOG00000052174	1	0	0
ENSRNOG00000052294	1	0	0
ENSRNOG00000055779	1	0	0
ENSRNOG00000056219	1	0	0
ENSRNOG00000056688	1	0	0
ENSRNOG00000056819	1	0	0
ENSRNOG00000056984	1	0	1
ENSRNOG00000057284	1	0	1
ENSRNOG00000058870	1	1	1
ENSRNOG00000059227	1	0	0
ENSRNOG00000059243	1	0	0
ENSRNOG00000059507	1	0	0
ENSRNOG00000059538	1	0	1
ENSRNOG00000059891	1	0	0
ENSRNOG00000060520	1	1	1
ENSRNOG00000060687	1	0	0
ENSRNOG00000062405	1	0	0
ENSRNOG00000062900	1	0	0
ENSRNOG00000063072	1	0	0
ENSRNOG00000063497	1	0	0
ENSRNOG00000063676	1	0	0
ENSRNOG00000064090	1	0	0
ENSRNOG00000064429	1	0	0
ENSRNOG00000064527	1	0	0
ENSRNOG00000064585	1	0	0
ENSRNOG00000064942	1	0	0
ENSRNOG00000065204	1	0	0
ENSRNOG00000065301	1	0	0
ENSRNOG00000065630	1	0	0
ENSRNOG00000065735	1	0	0
ENSRNOG00000066137	1	0	0
ENSRNOG00000066798	1	0	0
ENSRNOG00000067005	1	0	1
ENSRNOG00000067541	1	0	0
ENSRNOG00000067648	1	0	0
ENSRNOG00000068151	1	0	0
ENSRNOG00000068381	1	0	0
ENSRNOG00000068982	1	0	0
ENSRNOG00000069899	1	1	0
ENSRNOG00000070281	1	0	0
ENSRNOG00000070375	1	0	0
ENSRNOG00000070613	1	0	0
ENSRNOG00000070627	1	0	0
ENSRNOG00000070827	1	1	0
ENSRNOG00000070875	1	0	0
ENSRNOG00000070918	1	0	0
ENSRNOG00000071065	1	0	1
ENSRNOG00000071101	1	0	0
ENSRNOG00000000184	1	0	0
ENSRNOG00000000869	1	0	1
ENSRNOG00000002285	1	0	0
ENSRNOG00000002379	1	1	1
ENSRNOG00000002487	1	0	0
ENSRNOG00000002529	1	0	0
ENSRNOG00000002537	1	0	0
ENSRNOG00000002767	1	0	0
ENSRNOG00000002844	1	0	0
ENSRNOG00000002959	1	0	0
ENSRNOG00000003020	1	0	1
ENSRNOG00000003063	1	0	0
ENSRNOG00000003189	1	0	0
ENSRNOG00000003812	1	1	0
ENSRNOG00000004067	1	0	0
ENSRNOG00000004100	1	0	1
ENSRNOG00000004148	1	0	0
ENSRNOG00000004226	1	0	1
ENSRNOG00000004275	1	0	0
ENSRNOG00000004303	1	1	0
ENSRNOG00000004317	1	1	0
ENSRNOG00000004322	1	1	0
ENSRNOG00000004367	1	0	0
ENSRNOG00000004449	1	0	1
ENSRNOG00000004476	1	0	0
ENSRNOG00000004520	1	0	0
ENSRNOG00000004582	1	0	0
ENSRNOG00000004588	1	0	0
ENSRNOG00000004660	1	0	0
ENSRNOG00000004685	1	0	0
ENSRNOG00000004826	1	0	0
ENSRNOG00000004893	1	0	0
ENSRNOG00000004923	1	0	0
ENSRNOG00000005054	1	0	0
ENSRNOG00000005129	1	0	0
ENSRNOG00000005144	1	0	0
ENSRNOG00000005292	1	0	0
ENSRNOG00000005299	1	0	0
ENSRNOG00000005345	1	0	0
ENSRNOG00000005382	1	0	0
ENSRNOG00000005386	1	0	0
ENSRNOG00000005417	1	0	1
ENSRNOG00000005486	1	0	0
ENSRNOG00000005650	1	1	1
ENSRNOG00000005678	1	1	0
ENSRNOG00000005713	1	0	0
ENSRNOG00000005825	1	0	1
ENSRNOG00000005917	1	0	1
ENSRNOG00000005918	1	0	0
ENSRNOG00000005930	1	0	1
ENSRNOG00000005956	1	0	0
ENSRNOG00000006082	1	0	0
ENSRNOG00000006104	1	0	0
ENSRNOG00000006319	1	0	1
ENSRNOG00000006399	1	0	0
ENSRNOG00000006699	1	0	0
ENSRNOG00000006700	1	0	1
ENSRNOG00000006730	1	1	0
ENSRNOG00000006756	1	0	0
ENSRNOG00000006778	1	0	1
ENSRNOG00000006827	1	0	0
ENSRNOG00000006983	1	0	0
ENSRNOG00000006998	1	0	0
ENSRNOG00000007081	1	1	1
ENSRNOG00000007323	1	0	1
ENSRNOG00000007329	1	0	0
ENSRNOG00000007539	1	1	1
ENSRNOG00000007561	1	0	0
ENSRNOG00000007679	1	0	0
ENSRNOG00000007728	1	0	1
ENSRNOG00000008037	1	0	0
ENSRNOG00000008046	1	0	0
ENSRNOG00000008048	1	0	1
ENSRNOG00000008057	1	0	0
ENSRNOG00000008074	1	0	1
ENSRNOG00000008187	1	0	1
ENSRNOG00000008236	1	0	0
ENSRNOG00000008242	1	0	0
ENSRNOG00000008246	1	0	1
ENSRNOG00000008340	1	0	0
ENSRNOG00000008356	1	1	0
ENSRNOG00000008526	1	0	0
ENSRNOG00000008530	1	0	0
ENSRNOG00000008586	1	0	0
ENSRNOG00000008592	1	0	0
ENSRNOG00000008713	1	0	0
ENSRNOG00000008728	1	0	0
ENSRNOG00000008754	1	0	1
ENSRNOG00000008904	1	1	1
ENSRNOG00000008941	1	0	0
ENSRNOG00000008961	1	0	0
ENSRNOG00000009005	1	0	1
ENSRNOG00000009043	1	0	0
ENSRNOG00000009054	1	0	0
ENSRNOG00000009094	1	0	0
ENSRNOG00000009105	1	0	0
ENSRNOG00000009198	1	0	0
ENSRNOG00000009302	1	0	0
ENSRNOG00000009336	1	0	0
ENSRNOG00000009385	1	0	0
ENSRNOG00000009592	1	0	0
ENSRNOG00000009756	1	0	0
ENSRNOG00000009772	1	0	0
ENSRNOG00000009892	1	0	0
ENSRNOG00000010060	1	0	0
ENSRNOG00000010092	1	0	0
